Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1	8.45	4.19	0.	168.08
2	7.76	5.72	0.	112.56
3	6.78	4.36	0.	172.98
4	-1.42	8.19	0.	167.63
5	-0.94	6.71	0.	115.86
6	0.1	7.87	0.	175.54
7	-6.73	-5.43	0.	168.19
8	-6.29	-6.7	0.	119.82
9	-5.41	-5.69	0.	177.31
10	7.	-7.	0.	132.57
11	7.	-8.	0.	132.43
12	8.	-7.	0.	132.78
13	8.	-8.	0.	132.35
14	-3.	-1.	0.	134.77
15	-3.	-3.	0.	135.31
16	-1.	-1.	0.	134.91
17	-1.	-3.	0.	134.88
18	-7.	4.	0.	131.84
19	-7.	2.	0.	131.84
20	-6.	4.	0.	131.28
21	-6.	2.	0.	132.42
22	10.	10.	0.	124.98
23	-10.	10.	0.	125.
24	10.	-10.	0.	128.93
25	-10.	-10.	0.	129.52
26	8.2775	4.5725	0.	126.11
27	8.105	4.955	0.	126.83
28	7.9325	5.3375	0.	119.12
29	8.0325	4.2325	0.	109.94
30	7.615	4.275	0.	118.17
31	7.1975	4.3175	0.	103.09
32	7.515	5.38	0.	99.281
33	7.27	5.04	0.	113.71
34	7.025	4.7	0.	112.14
35	-1.26	7.6967	0.	136.32
36	-1.1	7.2033	0.	129.31
37	-0.91333	8.0833	0.	112.31
38	-0.40667	7.9767	0.	103.63
39	-0.59333	7.0967	0.	91.07
40	-0.24667	7.4833	0.	84.163
41	-6.5833	-5.8533	0.	135.82
42	-6.4367	-6.2767	0.	124.47
43	-6.29	-5.5167	0.	108.65
44	-5.85	-5.6033	0.	99.551
45	-5.9967	-6.3633	0.	88.142
46	-5.7033	-6.0267	0.	88.396
47	7.	-7.5	0.	141.74
48	7.5	-7.	0.	110.45
49	7.5	-8.	0.	110.2
50	8.	-7.5	0.	142.
51	-3.	-1.5	0.	143.5
52	-3.	-2.	0.	144.75
53	-3.	-2.5	0.	143.78
54	-2.5	-1.	0.	113.45
55	-2.	-1.	0.	117.66
56	-1.5	-1.	0.	113.28
57	-2.5	-3.	0.	113.69
58	-2.	-3.	0.	117.83
59	-1.5	-3.	0.	113.35
60	-1.	-1.5	0.	143.48
61	-1.	-2.	0.	144.63
62	-1.	-2.5	0.	143.49
63	-7.	3.5	0.	140.71
64	-7.	3.	0.	141.21
65	-7.	2.5	0.	140.85
66	-6.5	4.	0.	107.22
67	-6.5	2.	0.	107.73
