Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1	6.32	-0.21	0.	178.49
2	5.07	-0.2	0.	171.87
3	5.69	-1.29	0.	111.05
4	7.96	-4.2	0.	150.86
5	6.99	-3.6	0.	142.19
6	6.95	-4.74	0.	146.26
7	8.62	2.94	0.	163.99
8	7.47	3.61	0.	146.71
9	7.46	2.28	0.	149.45
10	-1.38	-4.89	0.	168.57
11	-0.62	-5.98	0.	111.08
12	-5.e-002	-4.78	0.	173.99
13	0.81	-2.33	0.	126.26
14	0.56	-3.73	0.	157.98
15	1.89	-3.24	0.	153.46
16	-0.47	7.27	0.	109.78
17	-1.29	5.69	0.	160.49
18	0.49	5.76	0.	161.21
19	-7.97	-2.06	0.	119.21
20	-7.64	-0.93	0.	161.42
21	-8.79	-1.21	0.	177.28
22	-6.49	8.57	0.	148.15
23	-6.44	7.19	0.	139.6
24	-5.27	7.92	0.	161.62
25	-8.29	2.3	0.	177.21
26	-6.95	2.02	0.	160.35
27	-7.37	3.31	0.	121.98
28	4.	8.	0.	133.25
29	4.	6.	0.	131.3
30	5.	8.	0.	132.
31	5.	6.	0.	131.85
32	4.	2.	0.	134.98
33	4.	1.	0.	136.92
34	5.	2.	0.	129.68
35	5.	1.	0.	135.3
36	6.	-6.	0.	131.65
37	6.	-8.	0.	130.07
38	7.	-6.	0.	125.82
39	7.	-8.	0.	127.9
40	-1.	3.	0.	128.56
41	-1.	1.	0.	129.7
42	0.	3.	0.	129.47
43	0.	1.	0.	129.99
44	-2.	-7.	0.	132.1
45	-2.	-9.	0.	130.06
46	-1.	-7.	0.	126.37
47	-1.	-9.	0.	126.71
48	-2.	-2.	0.	132.95
49	-2.	-3.	0.	131.7
50	-1.	-2.	0.	131.54
51	-1.	-3.	0.	127.48
52	-7.	6.	0.	132.31
53	-7.	5.	0.	133.25
54	-5.	6.	0.	135.99
55	-5.	5.	0.	137.59
56	-8.	-7.	0.	124.93
57	-8.	-8.	0.	128.8
58	-6.	-7.	0.	139.72
59	-6.	-8.	0.	137.85
60	-9.	-4.	0.	135.33
61	-9.	-6.	0.	139.35
62	-7.	-4.	0.	132.61
63	-7.	-6.	0.	128.37
64	10.	10.	0.	125.01
65	-10.	10.	0.	125.04
66	10.	-10.	0.	128.81
67	-10.	-10.	0.	130.4
68	5.9033	-0.20667	0.	102.81
69	5.4867	-0.20333	0.	107.53
70	6.11	-0.57	0.	113.63
71	5.9	-0.93	0.	104.84
72	5.2767	-0.56333	0.	117.14
73	5.4833	-0.92667	0.	103.23
74	7.475	-3.9	0.	70.527
75	7.455	-4.47	0.	78.355
76	6.97	-4.17	0.	141.51
77	8.2367	3.1633	0.	74.42
78	7.8533	3.3867	0.	95.581
79	8.2333	2.72	0.	77.26
80	7.8467	2.5	0.	96.484
81	7.4667	3.1667	0.	146.87
82	7.4633	2.7233	0.	146.9
83	-1.1267	-5.2533	0.	103.86
84	-0.87333	-5.6167	0.	93.611
85	-0.93667	-4.8533	0.	102.28
86	-0.49333	-4.8167	0.	109.08
87	-0.43	-5.58	0.	109.97
88	-0.24	-5.18	0.	125.58
89	0.72667	-2.7967	0.	136.82
90	0.64333	-3.2633	0.	140.88
91	1.17	-2.6333	0.	98.392
92	1.53	-2.9367	0.	95.395
93	1.0033	-3.5667	0.	110.15
94	1.4467	-3.4033	0.	104.51
95	-0.675	6.875	0.	114.59
96	-0.88	6.48	0.	124.72
97	-1.085	6.085	0.	126.94
98	-0.23	6.8925	0.	106.13
99	1.e-002	6.515	0.	118.8
100	0.25	6.1375	0.	116.7
101	-0.845	5.7075	0.	106.82
102	-0.4	5.725	0.	116.89
103	4.5e-002	5.7425	0.	108.62
104	-7.86	-1.6833	0.	118.85
105	-7.75	-1.3067	0.	137.14
106	-8.2428	-1.7772	0.	82.779
107	-8.5164	-1.4936	0.	75.996
108	-8.0233	-1.0233	0.	100.54
109	-8.4067	-1.1167	0.	89.65
110	-6.4733	8.11	0.	145.19
111	-6.4567	7.65	0.	141.22
112	-6.0833	8.3533	0.	94.769
113	-5.6767	8.1367	0.	73.446
114	-6.05	7.4333	0.	91.143
115	-5.66	7.6767	0.	73.396
116	-7.8433	2.2067	0.	87.628
117	-7.3967	2.1133	0.	106.41
118	-7.9833	2.6367	0.	80.364
119	-7.6767	2.9733	0.	84.655
120	-7.09	2.45	0.	135.38
121	-7.23	2.88	0.	122.67
122	4.	7.5	0.	141.1
123	4.	7.	0.	141.01
124	4.	6.5	0.	140.33
125	4.5	8.	0.	108.07
126	4.5	6.	0.	107.08
127	5.	7.5	0.	140.8
128	5.	7.	0.	141.01
129	5.	6.5	0.	140.58
130	4.	1.5	0.	145.07
131	4.5	2.	0.	110.55
132	4.5	1.	0.	117.43
133	5.	1.5	0.	140.19
134	6.	-6.5	0.	139.8
135	6.	-7.	0.	139.55
136	6.	-7.5	0.	138.82
137	6.5	-6.	0.	106.23
138	6.5	-8.	0.	104.68
139	7.	-6.5	0.	135.13
140	7.	-7.	0.	136.34
141	7.	-7.5	0.	136.57
142	-1.	2.5	0.	138.74
143	-1.	2.	0.	139.18
144	-1.	1.5	0.	138.78
145	-0.5	3.	0.	105.15
146	-0.5	1.	0.	105.35
147	0.	2.5	0.	138.31
148	0.	2.	0.	138.84
149	0.	1.5	0.	138.52
150	-2.	-7.5	0.	140.42
151	-2.	-8.	0.	140.23
152	-2.	-8.5	0.	139.49
153	-1.5	-7.	0.	105.65
154	-1.5	-9.	0.	103.86
155	-1.	-7.5	0.	134.67
156	-1.	-8.	0.	136.03
157	-1.	-8.5	0.	136.07
158	-2.	-2.5	0.	142.13
159	-1.5	-2.	0.	109.42
160	-1.5	-3.	0.	107.59
161	-1.	-2.5	0.	137.29
162	-7.	5.5	0.	141.05
163	-6.5	6.	0.	114.37
164	-6.	6.	0.	116.6
165	-5.5	6.	0.	114.45
166	-6.5	5.	0.	115.22
167	-6.	5.	0.	121.68
168	-5.5	5.	0.	117.79
169	-5.	5.5	0.	145.03
170	-8.	-7.5	0.	135.36
171	-7.5	-7.	0.	109.53
172	-7.	-7.	0.	120.63
173	-6.5	-7.	0.	121.15
174	-7.5	-8.	0.	112.76
175	-7.	-8.	0.	119.53
176	-6.5	-8.	0.	116.48
177	-6.	-7.5	0.	147.
178	-9.	-4.5	0.	147.47
179	-9.	-5.	0.	149.91
180	-9.	-5.5	0.	148.89
181	-8.5	-4.	0.	111.48
182	-8.	-4.	0.	114.79
183	-7.5	-4.	0.	110.14
184	-8.5	-6.	0.	117.78
185	-8.	-6.	0.	117.83
186	-7.5	-6.	0.	108.84
187	-7.	-4.5	0.	140.98
188	-7.	-5.	0.	141.13
189	-7.	-5.5	0.	138.51
190	9.5	10.	0.	125.03
191	9.	10.	0.	125.15
192	8.5	10.	0.	125.33
193	8.	10.	0.	125.56
194	7.5	10.	0.	125.78
195	7.	10.	0.	125.91
196	6.5	10.	0.	125.78
197	6.	10.	0.	125.14
198	5.5	10.	0.	123.94
199	5.	10.	0.	122.7
200	4.5	10.	0.	122.32
201	4.	10.	0.	123.17
202	3.5	10.	0.	124.84
203	3.	10.	0.	126.38
204	2.5	10.	0.	127.18
205	2.	10.	0.	127.25
206	1.5	10.	0.	126.8
207	1.	10.	0.	126.03
208	0.5	10.	0.	125.18
209	-5.2042e-015	10.	0.	124.55
210	-0.5	10.	0.	124.4
211	-1.	10.	0.	124.83
212	-1.5	10.	0.	125.69
213	-2.	10.	0.	126.7
214	-2.5	10.	0.	127.64
215	-3.	10.	0.	128.38
216	-3.5	10.	0.	128.84
217	-4.	10.	0.	128.75
218	-4.5	10.	0.	127.51
219	-5.	10.	0.	124.49
220	-5.5	10.	0.	120.69
221	-6.	10.	0.	118.87
222	-6.5	10.	0.	120.21
223	-7.	10.	0.	123.57
224	-7.5	10.	0.	126.28
225	-8.	10.	0.	126.9
226	-8.5	10.	0.	126.38
227	-9.	10.	0.	125.69
228	-9.5	10.	0.	125.16
229	10.	9.5	0.	124.96
230	10.	9.	0.	124.73
231	10.	8.5	0.	124.45
232	10.	8.	0.	124.28
233	10.	7.5	0.	124.33
234	10.	7.	0.	124.73
