Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1	-0.17	6.46	0.	158.37
2	1.25	5.33	0.	136.62
3	1.53	7.12	0.	155.6
4	-5.87	7.03	0.	169.55
5	-7.38	7.4	0.	165.75
6	-6.95	5.91	0.	117.02
7	-2.68	5.51	0.	170.72
8	-1.59	5.46	0.	167.91
9	-2.09	6.44	0.	102.66
10	4.28	6.51	0.	164.05
11	3.19	7.65	0.	125.04
12	2.75	6.13	0.	171.29
13	-4.69	-2.2	0.	111.53
14	-4.	-0.6	0.	164.84
15	-5.73	-0.8	0.	171.11
16	-1.7	0.62	0.	187.96
17	-2.96	0.59	0.	175.37
18	-2.3	-0.49	0.	112.29
19	4.66	0.13	0.	146.86
20	5.64	0.69	0.	153.
21	4.66	1.26	0.	144.6
22	-0.34	-1.16	0.	126.23
23	6.e-002	0.46	0.	150.
24	-1.54	-5.421e-017	0.	171.89
25	-6.71	-7.44	0.	111.07
26	-7.21	-8.54	0.	167.62
27	-6.01	-8.42	0.	179.86
28	3.3	-8.3	0.	132.16
29	3.48	-6.54	0.	150.06
30	1.87	-7.27	0.	156.81
31	5.36	-5.51	0.	172.55
32	4.08	-5.79	0.	178.98
33	4.96	-6.77	0.	121.89
34	-2.79	-6.64	0.	146.04
35	-4.48	-7.5	0.	154.61
36	-2.89	-8.54	0.	134.19
37	4.	6.	0.	125.39
38	4.	5.	0.	129.34
39	6.	6.	0.	138.81
40	6.	5.	0.	137.25
41	7.	-1.	0.	137.76
42	7.	-3.	0.	136.83
43	9.	-1.	0.	139.88
44	9.	-3.	0.	140.01
45	6.	-6.	0.	132.02
46	6.	-8.	0.	131.74
47	7.	-6.	0.	129.47
48	7.	-8.	0.	131.75
49	10.	10.	0.	125.01
50	-10.	10.	0.	125.01
51	10.	-10.	0.	131.
52	-10.	-10.	0.	129.83
53	4.3969	6.	0.	133.76
54	-1.9001	0.24974	0.	115.65
55	3.8975	6.415	0.	107.99
56	0.185	6.1775	0.	87.393
57	0.54	5.895	0.	105.87
58	0.895	5.6125	0.	94.702
59	0.255	6.625	0.	96.38
60	0.68	6.79	0.	111.61
61	1.105	6.955	0.	104.18
62	1.32	5.7775	0.	142.33
63	1.39	6.225	0.	143.06
64	1.46	6.6725	0.	143.89
65	-6.3733	7.1533	0.	103.57
66	-6.8767	7.2767	0.	112.1
67	-6.23	6.6567	0.	79.297
68	-6.59	6.2833	0.	88.609
69	-7.2367	6.9033	0.	136.46
70	-7.0933	6.4067	0.	131.83
71	-2.135	5.485	0.	102.7
72	-2.385	5.975	0.	96.45
73	-1.84	5.95	0.	105.93
74	3.9167	6.89	0.	82.197
75	3.5533	7.27	0.	90.545
76	3.1325	6.225	0.	119.9
77	3.515	6.32	0.	99.44
78	3.0433	7.1433	0.	138.29
79	2.8967	6.6367	0.	144.02
80	-4.5175	-1.8	0.	118.87
81	-4.345	-1.4	0.	129.94
82	-4.1725	-1.	0.	131.63
83	-4.95	-1.85	0.	99.05
84	-5.21	-1.5	0.	111.99
85	-5.47	-1.15	0.	105.85
86	-4.4325	-0.65	0.	108.64
87	-4.865	-0.7	0.	117.96
88	-5.2975	-0.75	0.	104.74
89	-2.12	0.61	0.	111.42
90	-2.54	0.6	0.	110.74
91	-2.1002	-0.12032	0.	103.75
92	-2.74	0.23	0.	116.91
93	-2.52	-0.13	0.	103.44
94	5.15	0.41	0.	76.019
95	4.66	0.695	0.	146.2
96	5.15	0.975	0.	74.37
97	-0.24001	-0.75503	0.	131.51
98	-0.14001	-0.35003	0.	137.8
99	-4.0003e-002	5.4986e-002	0.	140.92
