Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1	6.83	0.68	0.	109.06
2	7.55	1.67	0.	173.83
3	6.34	1.8	0.	170.42
4	7.32	-4.16	0.	151.54
5	6.48	-3.57	0.	132.67
6	6.39	-4.59	0.	150.3
7	-0.74	-0.19	0.	119.96
8	-1.48	-0.94	0.	169.63
9	-0.46	-1.2	0.	160.37
10	-1.03	6.01	0.	156.61
11	-0.4	4.13	0.	112.3
12	0.91	5.62	0.	160.46
13	-7.55	-8.38	0.	159.22
14	-5.61	-8.07	0.	168.94
15	-6.85	-6.54	0.	113.47
16	-8.7	-1.36	0.	161.98
17	-7.51	-1.73	0.	151.02
18	-7.79	-0.52	0.	123.55
19	6.	-1.	0.	129.93
20	6.	-2.	0.	130.16
21	7.	-1.	0.	127.17
22	7.	-2.	0.	127.5
23	4.	5.	0.	137.12
24	4.	3.	0.	139.87
25	6.	5.	0.	135.36
26	6.	3.	0.	140.18
27	7.	5.	0.	137.89
28	7.	4.	0.	135.49
29	9.	5.	0.	139.28
30	9.	4.	0.	139.27
31	6.	8.	0.	132.42
32	6.	7.	0.	132.08
33	7.	8.	0.	132.87
34	7.	7.	0.	132.78
35	-3.	-7.	0.	137.19
36	-3.	-8.	0.	137.31
37	-2.	-7.	0.	137.75
38	-2.	-8.	0.	136.3
39	0.	2.	0.	132.57
40	0.	1.	0.	134.74
41	2.	2.	0.	138.78
42	2.	1.	0.	137.84
43	0.	-4.	0.	131.91
44	0.	-5.	0.	130.28
45	2.	-4.	0.	133.25
46	2.	-5.	0.	130.59
47	0.	-7.	0.	131.13
48	0.	-9.	0.	131.92
49	2.	-7.	0.	130.86
50	2.	-9.	0.	129.91
51	-9.	-3.	0.	136.22
52	-9.	-5.	0.	138.55
53	-7.	-3.	0.	133.58
54	-7.	-5.	0.	132.53
55	-7.	2.	0.	129.36
56	-7.	1.	0.	133.43
57	-6.	2.	0.	133.35
58	-6.	1.	0.	133.42
59	-6.	7.	0.	137.83
60	-6.	6.	0.	137.8
61	-5.	7.	0.	135.54
62	-5.	6.	0.	133.46
63	-9.	7.	0.	136.91
64	-9.	5.	0.	136.77
65	-7.	7.	0.	139.05
66	-7.	5.	0.	136.44
67	10.	10.	0.	125.01
68	-10.	10.	0.	124.92
69	10.	-10.	0.	125.06
70	-10.	-10.	0.	132.18
71	7.07	1.01	0.	88.453
72	7.31	1.34	0.	104.13
73	6.6667	1.0533	0.	113.37
74	6.5033	1.4267	0.	128.16
75	7.1467	1.7133	0.	100.9
76	6.7433	1.7567	0.	111.98
77	6.9	-3.865	0.	63.457
78	6.855	-4.375	0.	77.442
79	6.435	-4.08	0.	142.26
80	-1.11	-0.565	0.	64.298
81	-0.6	-0.695	0.	134.51
82	-0.97	-1.07	0.	94.067
83	-0.8725	5.54	0.	133.52
84	-0.715	5.07	0.	133.09
85	-0.5575	4.6	0.	126.29
86	-0.545	5.9125	0.	109.54
87	-6.e-002	5.815	0.	115.43
88	0.425	5.7175	0.	106.19
