Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1	-1.86	7.42	0.	164.35
2	-1.49	5.99	0.	124.12
3	-0.44	7.02	0.	206.98
4	-0.18	7.43	0.	195.62
5	1.34	7.66	0.	167.98
6	0.39	8.86	0.	119.14
7	8.33	5.6	0.	173.58
8	7.39	7.13	0.	109.94
9	6.9875	5.5625	0.	108.96
10	6.54	5.55	0.	153.37
11	-2.62	-1.2	0.	179.74
12	-1.8	-2.25	0.	113.44
13	-1.31	-1.02	0.	174.26
14	3.99	-2.24	0.	161.47
15	5.76	-1.96	0.	164.38
16	4.63	-0.57	0.	119.51
17	4.3	0.73	0.	157.55
18	3.14	1.7	0.	138.92
19	2.88	0.21	0.	164.94
20	5.59	-8.26	0.	122.24
21	6.53	-7.15	0.	170.24
22	5.1	-6.89	0.	164.98
23	-6.38	-8.72	0.	116.73
24	-5.7	-7.64	0.	175.56
25	-6.97	-7.6	0.	168.29
26	-5.55	-6.61	0.	157.37
27	-5.04	-8.31	0.	117.12
28	-3.82	-7.02	0.	164.5
29	-6.	7.	0.	130.86
30	-6.	5.	0.	129.56
31	-5.	7.	0.	129.05
32	-5.	5.	0.	131.34
33	6.	5.	0.	142.4
34	6.	4.	0.	140.04
35	7.	5.	0.	125.71
36	7.	4.	0.	127.53
37	1.	6.	0.	131.22
38	1.	5.	0.	133.42
39	3.	6.	0.	136.95
40	3.	5.	0.	135.26
41	-6.	2.	0.	134.96
42	-6.	1.	0.	135.24
43	-4.	2.	0.	135.81
44	-4.	1.	0.	137.14
45	0.	-1.	0.	128.36
46	0.	-3.	0.	134.33
47	1.	-1.	0.	126.66
48	1.	-3.	0.	131.98
49	0.	1.	0.	132.76
50	0.	0.	0.	132.11
51	2.	1.	0.	137.48
52	2.	0.	0.	146.36
53	8.	-5.	0.	136.51
54	8.	-7.	0.	133.25
55	9.	-5.	0.	135.65
56	9.	-7.	0.	134.69
57	-2.	-5.	0.	136.02
58	-2.	-7.	0.	133.68
59	0.	-5.	0.	133.52
60	0.	-7.	0.	132.29
61	-8.	-5.	0.	135.14
62	-8.	-7.	0.	137.25
63	-7.	-5.	0.	131.92
64	-7.	-7.	0.	136.33
65	10.	10.	0.	124.96
66	-10.	10.	0.	125.01
67	10.	-10.	0.	129.08
68	-10.	-10.	0.	134.61
69	6.5	5.	0.	119.35
70	-5.2929	-7.4669	0.	141.35
71	-1.7367	6.9433	0.	141.1
72	-1.6133	6.4667	0.	134.61
73	-1.3867	7.2867	0.	113.17
74	-0.91333	7.1533	0.	111.42
75	-1.1398	6.3335	0.	92.254
76	-0.78985	6.6768	0.	79.84
77	0.32667	7.5067	0.	115.63
78	0.83333	7.5833	0.	107.9
79	1.e-002	7.9067	0.	132.6
80	0.2	8.3833	0.	126.94
81	1.0233	8.06	0.	95.649
82	0.70667	8.46	0.	96.898
83	8.095	5.9825	0.	120.48
84	7.86	6.365	0.	122.07
85	7.625	6.7475	0.	109.73
86	7.8825	5.5875	0.	113.31
87	7.435	5.575	0.	126.79
88	7.1775	6.735	0.	111.15
89	6.965	6.34	0.	121.17
90	6.7525	5.945	0.	118.5
91	-2.3467	-1.55	0.	97.44
92	-2.0733	-1.9	0.	91.718
93	-2.1833	-1.14	0.	104.77
94	-1.7467	-1.08	0.	111.73
95	-1.6367	-1.84	0.	119.12
96	-1.4733	-1.43	0.	134.03
97	4.4325	-2.17	0.	110.07
98	4.875	-2.1	0.	118.24
99	5.3175	-2.03	0.	108.32
100	4.15	-1.8225	0.	134.07
101	4.31	-1.405	0.	132.51
102	4.47	-0.9875	0.	125.12
103	5.4775	-1.6125	0.	102.26
104	5.195	-1.265	0.	113.27
105	4.9125	-0.9175	0.	101.7
106	3.9133	1.0533	0.	78.104
107	3.5267	1.3767	0.	88.048
108	3.8267	0.55667	0.	94.663
109	3.3533	0.38333	0.	109.48
110	3.0533	1.2033	0.	145.6
111	2.9667	0.70667	0.	148.16
112	5.9033	-7.89	0.	90.273
113	6.2167	-7.52	0.	90.538
114	5.4267	-7.8033	0.	123.74
115	5.2633	-7.3467	0.	132.82
116	6.0533	-7.0633	0.	104.41
117	5.5767	-6.9767	0.	108.44
118	-6.1533	-8.36	0.	106.79
119	-5.9267	-8.	0.	108.65
120	-6.5767	-8.3467	0.	102.85
121	-6.7733	-7.9733	0.	118.74
122	-6.1233	-7.6267	0.	119.75
123	-6.5467	-7.6133	0.	116.11
124	-5.421	-7.0401	0.	156.49
125	-5.1659	-7.8902	0.	128.39
126	-5.1175	-6.7125	0.	111.68
127	-4.685	-6.815	0.	119.77
128	-4.2525	-6.9175	0.	107.29
129	-4.735	-7.9875	0.	101.58
130	-4.4301	-7.6651	0.	111.99
131	-4.1252	-7.3427	0.	105.04
132	-6.	6.5	0.	139.29
133	-6.	6.	0.	139.64
134	-6.	5.5	0.	139.32
135	-5.5	7.	0.	105.47
136	-5.5	5.	0.	106.03
137	-5.	6.5	0.	137.94
138	-5.	6.	0.	138.92
139	-5.	5.5	0.	139.02
140	6.	4.5	0.	148.77
141	6.5	4.	0.	112.38
142	7.	4.5	0.	135.15
143	1.	5.5	0.	141.34
144	1.5	6.	0.	116.9
145	2.	6.	0.	124.23
146	2.5	6.	0.	119.27
147	1.5	5.	0.	116.78
148	2.	5.	0.	122.28
149	2.5	5.	0.	117.33
150	3.	5.5	0.	144.33
151	-6.	1.5	0.	143.61
152	-5.5	2.	0.	116.84
153	-5.	2.	0.	122.45
154	-4.5	2.	0.	118.03
155	-5.5	1.	0.	117.4
156	-5.	1.	0.	123.02
157	-4.5	1.	0.	118.63
158	-4.	1.5	0.	144.82
159	0.	-1.5	0.	136.78
160	0.	-2.	0.	139.2
161	0.	-2.5	0.	141.13
162	0.5	-1.	0.	102.62
163	0.5	-3.	0.	108.93
164	1.	-1.5	0.	136.63
165	1.	-2.	0.	138.46
166	1.	-2.5	0.	139.96
167	0.	0.5	0.	142.45
168	0.5	1.	0.	114.89
169	1.	1.	0.	120.39
170	1.5	1.	0.	115.96
171	0.5	0.	0.	111.32
172	1.	0.	0.	119.77
173	1.5	0.	0.	121.87
174	2.	0.5	0.	145.87
175	8.	-5.5	0.	146.53
176	8.	-6.	0.	147.27
177	8.	-6.5	0.	145.05
178	8.5	-5.	0.	111.2
179	8.5	-7.	0.	108.5
180	9.	-5.5	0.	146.21
181	9.	-6.	0.	146.9
182	9.	-6.5	0.	145.7
183	-2.	-5.5	0.	144.74
184	-2.	-6.	0.	145.5
185	-2.	-6.5	0.	142.82
186	-1.5	-5.	0.	113.48
187	-1.	-5.	0.	117.81
188	-0.5	-5.	0.	112.55
189	-1.5	-7.	0.	110.92
190	-1.	-7.	0.	115.12
191	-0.5	-7.	0.	110.84
192	0.	-5.5	0.	141.41
193	0.	-6.	0.	142.43
194	0.	-6.5	0.	141.16
195	-8.	-5.5	0.	144.93
196	-8.	-6.	0.	146.26
197	-8.	-6.5	0.	146.7
198	-7.5	-5.	0.	109.27
199	-7.5	-7.	0.	119.84
200	-7.	-5.5	0.	141.62
201	-7.	-6.	0.	141.28
202	-7.	-6.5	0.	138.07
203	9.5	10.	0.	124.88
204	9.	10.	0.	124.34
205	8.5	10.	0.	123.58
206	8.	10.	0.	122.91
207	7.5	10.	0.	122.59
208	7.	10.	0.	122.77
209	6.5	10.	0.	123.38
210	6.	10.	0.	124.22
211	5.5	10.	0.	125.06
212	5.	10.	0.	125.75
213	4.5	10.	0.	126.26
214	4.	10.	0.	126.64
215	3.5	10.	0.	127.01
216	3.	10.	0.	127.4
217	2.5	10.	0.	127.61
218	2.	10.	0.	126.95
219	1.5	10.	0.	124.39
220	1.	10.	0.	120.8
221	0.5	10.	0.	119.01
222	-5.2042e-015	10.	0.	120.32
223	-0.5	10.	0.	123.44
224	-1.	10.	0.	125.07
225	-1.5	10.	0.	125.42
226	-2.	10.	0.	126.01
227	-2.5	10.	0.	126.78
228	-3.	10.	0.	127.19
229	-3.5	10.	0.	126.98
230	-4.	10.	0.	126.23
231	-4.5	10.	0.	125.22
232	-5.	10.	0.	124.3
233	-5.5	10.	0.	123.77
234	-6.	10.	0.	123.71
235	-6.5	10.	0.	124.02
236	-7.	10.	0.	124.47
237	-7.5	10.	0.	124.86
238	-8.	10.	0.	125.09
239	-8.5	10.	0.	125.15
240	-9.	10.	0.	125.1
241	-9.5	10.	0.	125.03
242	10.	9.5	0.	125.18
243	10.	9.	0.	126.25
244	10.	8.5	0.	127.64
245	10.	8.	0.	128.54
246	10.	7.5	0.	128.2
247	10.	7.	0.	126.12
248	10.	6.5	0.	123.08
249	10.	6.	0.	121.31
250	10.	5.5	0.	123.47
251	10.	5.	0.	127.73
252	10.	4.5	0.	130.86
253	10.	4.	0.	131.81
254	10.	3.5	0.	131.6
255	10.	3.	0.	130.87
256	10.	2.5	0.	129.95
257	10.	2.	0.	128.93
258	10.	1.5	0.	127.9
259	10.	1.	0.	126.91
260	10.	0.5	0.	126.01
261	10.	-5.2042e-015	0.	125.24
262	10.	-0.5	0.	124.66
263	10.	-1.	0.	124.36
264	10.	-1.5	0.	124.46
265	10.	-2.	0.	125.06
266	10.	-2.5	0.	126.25
267	10.	-3.	0.	128.18
268	10.	-3.5	0.	131.09
269	10.	-4.	0.	134.93
270	10.	-4.5	0.	137.21
271	10.	-5.	0.	135.55
272	10.	-5.5	0.	132.66
273	10.	-6.	0.	132.14
274	10.	-6.5	0.	130.82
275	10.	-7.	0.	132.52
276	10.	-7.5	0.	134.03
277	10.	-8.	0.	132.75
278	10.	-8.5	0.	130.52
279	10.	-9.	0.	129.43
280	10.	-9.5	0.	129.12
281	-10.	9.5	0.	124.95
282	-10.	9.	0.	124.77
283	-10.	8.5	0.	124.53
284	-10.	8.	0.	124.27
285	-10.	7.5	0.	124.01
286	-10.	7.	0.	123.83
287	-10.	6.5	0.	123.83
288	-10.	6.	0.	124.08
289	-10.	5.5	0.	124.59
290	-10.	5.	0.	125.26
291	-10.	4.5	0.	125.93
292	-10.	4.	0.	126.42
293	-10.	3.5	0.	126.64
294	-10.	3.	0.	126.57
295	-10.	2.5	0.	126.32
296	-10.	2.	0.	126.04
297	-10.	1.5	0.	125.9
298	-10.	1.	0.	126.01
299	-10.	0.5	0.	126.37
300	-10.	-5.2042e-015	0.	126.89
301	-10.	-0.5	0.	127.5
302	-10.	-1.	0.	128.16
303	-10.	-1.5	0.	128.88
304	-10.	-2.	0.	129.7
305	-10.	-2.5	0.	130.69
306	-10.	-3.	0.	131.8
307	-10.	-3.5	0.	132.84
308	-10.	-4.	0.	133.34
309	-10.	-4.5	0.	132.8
310	-10.	-5.	0.	131.27
311	-10.	-5.5	0.	129.48
312	-10.	-6.	0.	128.3
313	-10.	-6.5	0.	128.04
314	-10.	-7.	0.	128.7
315	-10.	-7.5	0.	129.83
316	-10.	-8.	0.	131.02
317	-10.	-8.5	0.	132.19
318	-10.	-9.	0.	133.35
319	-10.	-9.5	0.	134.27
320	-9.5	-10.	0.	132.8
321	-9.	-10.	0.	131.87
322	-8.5	-10.	0.	131.22
323	-8.	-10.	0.	130.22
324	-7.5	-10.	0.	127.68
325	-7.	-10.	0.	122.61
326	-6.5	-10.	0.	117.72
327	-6.	-10.	0.	118.18
328	-5.5	-10.	0.	121.57
329	-5.	-10.	0.	123.39
330	-4.5	-10.	0.	124.96
331	-4.	-10.	0.	127.19
332	-3.5	-10.	0.	128.79
333	-3.	-10.	0.	128.67
334	-2.5	-10.	0.	126.94
335	-2.	-10.	0.	124.34
336	-1.5	-10.	0.	121.92
337	-1.	-10.	0.	120.53
338	-0.5	-10.	0.	120.53
339	5.2042e-015	-10.	0.	121.74
340	0.5	-10.	0.	123.59
341	1.	-10.	0.	125.51
342	1.5	-10.	0.	127.13
343	2.	-10.	0.	128.37
344	2.5	-10.	0.	129.29
345	3.	-10.	0.	129.92
346	3.5	-10.	0.	130.12
347	4.	-10.	0.	129.4
348	4.5	-10.	0.	127.15
349	5.	-10.	0.	123.26
350	5.5	-10.	0.	119.89
351	6.	-10.	0.	119.44
352	6.5	-10.	0.	122.08
353	7.	-10.	0.	125.09
354	7.5	-10.	0.	126.71
355	8.	-10.	0.	127.03
356	8.5	-10.	0.	127.06
357	9.	-10.	0.	127.46
358	9.5	-10.	0.	128.26
359	-4.5546	-3.5472	0.	126.8
360	-4.6022	-2.5679	0.	125.42
361	-4.584	-3.0509	0.	126.5
362	-5.9714	-2.0147	0.	122.95
363	-5.9948	-2.5178	0.	123.4
364	5.0422	-4.0229	0.	120.16
365	-0.95597	3.4303	0.	125.85
366	-4.0881	-2.5239	0.	127.17
367	-5.5227	-3.0471	0.	124.61
368	-5.0354	-3.5621	0.	125.75
369	2.5572	-6.0175	0.	126.32
370	2.0436	-6.0126	0.	126.08
371	2.5362	-5.5249	0.	127.32
372	-1.9768	3.493	0.	127.93
373	-1.4819	2.9626	0.	126.97
374	3.0475	-5.5264	0.	127.52
375	-2.188	4.1101	0.	128.27
376	-4.8539	-2.1034	0.	123.49
377	-5.4437	-1.5294	0.	121.94
378	-6.4855	-2.0066	0.	123.35
379	-4.5238	-4.0633	0.	126.22
380	3.0059	-4.5631	0.	129.22
381	-4.0695	-3.5199	0.	128.36
382	-1.4523	3.4341	0.	126.54
383	-1.9234	4.411	0.	126.58
384	-4.1435	-3.0393	0.	127.95
385	3.515	-4.5627	0.	127.41
386	5.0553	-4.5141	0.	120.9
387	-4.491	-4.6022	0.	124.68
388	-6.4819	-1.5069	0.	123.67
389	-5.9666	-1.5154	0.	122.66
390	6.5256	0.42896	0.	127.11
391	6.5257	0.93709	0.	125.52
392	6.496	-0.5652	0.	130.89
393	-4.4292	-5.1888	0.	122.56
394	-4.9149	-1.5381	0.	121.9
395	-4.9661	-1.007	0.	120.9
396	2.5195	-5.038	0.	128.62
397	2.0292	-5.5218	0.	127.03
398	-5.5196	-3.5556	0.	125.27
399	-3.5774	-2.3174	0.	129.01
400	-5.0146	-4.0774	0.	125.28
401	-4.282	-1.9934	0.	124.36
402	2.0604	-6.5079	0.	125.72
403	2.5808	-6.5138	0.	125.68
404	-0.92788	3.8941	0.	125.04
405	4.9857	-3.5378	0.	118.35
406	-3.5948	5.9962	0.	128.01
407	1.5319	-6.0108	0.	126.25
408	-4.995	-0.49401	0.	119.9
409	-3.5576	-3.4402	0.	129.78
410	5.11	6.8467	0.	127.52
411	4.5197	-4.0599	0.	121.
412	2.9935	-4.0879	0.	130.39
413	7.0133	1.4663	0.	124.91
414	7.0155	0.9583	0.	125.81
415	7.0109	0.45079	0.	127.02
416	6.9907	-0.54763	0.	128.82
417	-3.1432	4.0778	0.	130.56
418	-3.1294	6.44	0.	126.98
419	-6.0077	-3.0307	0.	124.
420	-3.9701	-5.4668	0.	125.8
421	-4.035	-4.0246	0.	127.99
422	-0.4698	3.4518	0.	125.57
423	6.0766	-4.1126	0.	125.49
424	-5.4666	-1.0169	0.	121.25
425	-6.4948	-2.5101	0.	123.23
426	-6.9963	-2.5051	0.	123.27
427	-6.9922	-2.0035	0.	123.88
428	-6.9902	-1.5033	0.	124.6
429	-6.9911	-1.0035	0.	125.58
430	6.0031	-0.59428	0.	131.73
431	6.0005	1.4186	0.	125.11
432	6.0343	0.89956	0.	124.8
433	6.0493	0.38933	0.	126.65
434	-6.4839	-1.0078	0.	124.36
435	-5.9749	-1.0129	0.	122.68
436	-2.0041	1.9996	0.	125.87
437	6.0569	-4.5494	0.	123.74
438	0.50476	2.9913	0.	122.87
439	1.0017	3.0003	0.	122.06
440	-3.9539	-5.0169	0.	126.55
441	1.0522e-002	2.9803	0.	124.23
442	-6.5013	-3.0184	0.	123.28
443	-6.9992	-3.0091	0.	122.62
444	5.0665	-5.0069	0.	120.94
445	3.1003	-6.5182	0.	125.86
446	-3.1929	5.1399	0.	130.72
447	-3.0004	4.627	0.	130.88
448	6.0412	-3.719	0.	126.62
449	6.5039	-3.637	0.	129.55
450	3.4991	-4.0929	0.	127.89
451	4.008	-4.0826	0.	124.25
452	2.0001	3.5174	0.	120.8
453	4.4876	7.5334	0.	127.14
454	-3.7469	-2.9447	0.	129.26
455	3.2244	-1.3908	0.	125.41
456	4.1358	2.1662	0.	127.88
457	-1.3826	4.2682	0.	124.23
458	-0.94464	4.3562	0.	123.59
459	2.0726	-7.0032	0.	125.96
460	-2.0761	0.57245	0.	120.95
461	-4.3984	-1.4806	0.	122.59
462	-4.4675	-0.97052	0.	121.94
463	1.9999	4.0115	0.	118.32
464	1.0211	-6.0076	0.	127.71
465	-4.0568	5.9937	0.	128.81
466	-2.6684	6.4697	0.	129.04
467	4.9316	-3.0558	0.	115.12
468	-4.5488	-5.7626	0.	118.68
469	-3.0706	-2.1784	0.	132.1
470	1.0009	2.5021	0.	120.85
471	6.9869	-3.5663	0.	130.18
472	7.5091	1.4775	0.	125.33
473	7.5081	0.97143	0.	126.
474	7.5037	0.46683	0.	126.74
475	7.4951	-3.5349e-002	0.	127.32
476	7.4969	-0.53095	0.	127.35
477	7.4963	-1.0268	0.	126.73
478	7.5188	-1.5132	0.	125.98
479	7.5459	-1.9905	0.	126.09
480	7.564	-2.4531	0.	126.74
