Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1	4.89	7.65	0.	165.81
2	6.54	7.26	0.	149.68
3	6.05	8.89	0.	117.81
4	5.16	-0.26	0.	166.22
5	6.	-1.68	0.	105.16
6	6.81	-0.25	0.	162.57
7	7.7	-8.33	0.	112.89
8	8.36	-6.8	0.	169.18
9	6.7	-6.99	0.	171.91
10	-0.91	0.99	0.	158.1
11	-2.52	0.43	0.	175.3
12	-1.24	-0.68	0.	129.63
13	0.15	-6.73	0.	164.75
14	-0.25	-5.71	0.	105.78
15	-0.93	-6.57	0.	167.99
16	1.12	4.45	0.	114.09
17	1.76	5.89	0.	175.26
18	0.2	5.73	0.	179.57
19	-7.51	-3.13	0.	168.4
20	-6.87	-4.49	0.	106.79
21	-6.01	-3.25	0.	164.57
22	-6.94	-2.01	0.	144.83
23	-5.54	-1.87	0.	163.86
24	-6.37	-0.73	0.	107.45
25	-6.9	7.22	0.	161.72
26	-8.07	8.32	0.	132.71
27	-8.45	6.76	0.	168.76
28	6.	-3.	0.	128.67
29	6.	-5.	0.	132.77
30	8.	-3.	0.	135.09
31	8.	-5.	0.	129.32
32	6.	6.	0.	127.41
33	6.	4.	0.	132.99
34	8.	6.	0.	138.71
35	8.	4.	0.	136.91
36	4.	3.	0.	141.26
37	4.	2.	0.	139.66
38	6.	3.	0.	131.54
39	6.	2.	0.	125.61
40	-1.	-2.	0.	129.9
41	-1.	-4.	0.	128.38
42	0.	-2.	0.	132.75
43	0.	-4.	0.	128.23
44	-3.	3.	0.	136.48
45	-3.	2.	0.	140.2
46	-2.	3.	0.	130.98
47	-2.	2.	0.	130.
48	-3.	9.	0.	140.23
49	-3.	7.	0.	138.7
50	-1.	9.	0.	140.35
51	-1.	7.	0.	140.99
52	-7.	5.	0.	134.35
53	-7.	3.	0.	133.37
54	-5.	5.	0.	140.58
55	-5.	3.	0.	137.53
56	-8.	-6.	0.	129.4
57	-8.	-8.	0.	129.71
58	-7.	-6.	0.	126.14
59	-7.	-8.	0.	128.6
60	-9.	0.	0.	134.6
61	-9.	-2.	0.	135.17
62	-8.	0.	0.	133.39
63	-8.	-2.	0.	138.43
64	10.	10.	0.	125.01
65	-10.	10.	0.	124.99
66	10.	-10.	0.	134.41
67	-10.	-10.	0.	130.59
68	5.3025	7.5525	0.	104.95
69	5.715	7.455	0.	118.02
70	6.1275	7.3575	0.	108.05
71	5.18	7.96	0.	107.82
72	5.47	8.27	0.	113.81
73	5.76	8.58	0.	98.847
74	6.4175	7.6675	0.	133.42
75	6.295	8.075	0.	133.46
76	6.1725	8.4825	0.	127.12
77	5.44	-0.73333	0.	106.45
78	5.72	-1.2067	0.	101.03
79	5.71	-0.25667	0.	106.03
80	6.26	-0.25333	0.	108.19
81	6.27	-1.2033	0.	105.41
82	6.54	-0.72667	0.	107.67
83	7.92	-7.82	0.	117.35
84	8.14	-7.31	0.	122.52
85	7.45	-7.995	0.	88.326
86	7.2	-7.66	0.	104.94
87	6.95	-7.325	0.	103.15
88	7.945	-6.8475	0.	102.35
89	7.53	-6.895	0.	111.6
90	7.115	-6.9425	0.	93.432
91	-1.3125	0.85	0.	106.16
92	-1.715	0.71	0.	112.42
93	-2.1175	0.57	0.	90.378
94	-0.9925	0.57249	0.	143.63
95	-1.075	0.15499	0.	139.53
96	-1.1575	-0.26251	0.	130.81
97	-2.2	0.15247	0.	83.739
98	-1.88	-0.12503	0.	102.12
99	-1.56	-0.40251	0.	93.858
100	-5.e-002	-6.22	0.	119.57
101	-0.39	-6.65	0.	100.85
102	-0.59	-6.14	0.	81.194
103	1.3333	4.93	0.	122.56
104	1.5467	5.41	0.	129.16
105	0.81333	4.8767	0.	100.02
106	0.50667	5.3033	0.	100.98
107	1.24	5.8367	0.	113.81
108	0.72	5.7833	0.	113.15
109	-7.2967	-3.5833	0.	121.67
110	-7.0833	-4.0367	0.	111.59
111	-7.01	-3.17	0.	112.85
112	-6.51	-3.21	0.	102.99
113	-6.5833	-4.0767	0.	95.034
114	-6.2967	-3.6633	0.	98.698
115	-6.4733	-1.9633	0.	105.81
116	-6.0067	-1.9167	0.	110.28
117	-6.75	-1.5833	0.	120.15
118	-6.56	-1.1567	0.	117.04
119	-5.8167	-1.49	0.	107.52
120	-6.0933	-1.11	0.	105.98
121	-7.29	7.5867	0.	74.603
122	-7.68	7.9533	0.	91.739
123	-7.4167	7.0667	0.	98.818
124	-7.9333	6.9133	0.	111.14
125	-8.1967	7.8	0.	139.87
126	-8.3233	7.28	0.	142.34
127	6.	-3.5	0.	137.93
128	6.	-4.	0.	140.69
129	6.	-4.5	0.	140.85
130	6.5	-3.	0.	108.43
131	7.	-3.	0.	115.08
132	7.5	-3.	0.	113.68
133	6.5	-5.	0.	110.94
134	7.	-5.	0.	112.27
135	7.5	-5.	0.	106.66
136	8.	-3.5	0.	143.17
137	8.	-4.	0.	143.12
138	8.	-4.5	0.	140.45
139	6.	5.5	0.	136.73
140	6.	5.	0.	138.77
141	6.	4.5	0.	138.36
142	6.5	6.	0.	111.64
143	7.	6.	0.	121.07
144	7.5	6.	0.	118.05
145	6.5	4.	0.	114.64
146	7.	4.	0.	120.02
147	7.5	4.	0.	115.44
148	8.	5.5	0.	147.43
149	8.	5.	0.	148.31
150	8.	4.5	0.	146.63
151	4.	2.5	0.	149.23
152	4.5	3.	0.	121.78
153	5.	3.	0.	126.04
154	5.5	3.	0.	118.24
155	4.5	2.	0.	121.05
156	5.	2.	0.	122.19
157	5.5	2.	0.	113.09
158	6.	2.5	0.	135.4
159	-1.	-2.5	0.	136.44
160	-1.	-3.	0.	137.33
161	-1.	-3.5	0.	137.1
162	-0.5	-2.	0.	107.36
163	-0.5	-4.	0.	103.53
164	0.	-2.5	0.	141.01
165	0.	-3.	0.	140.35
166	0.	-3.5	0.	139.15
167	-3.	2.5	0.	148.01
168	-2.5	3.	0.	111.26
169	-2.5	2.	0.	114.07
170	-2.	2.5	0.	138.71
171	-3.	8.5	0.	147.5
172	-3.	8.	0.	148.41
173	-3.	7.5	0.	147.09
174	-2.5	9.	0.	120.7
175	-2.	9.	0.	127.26
176	-1.5	9.	0.	120.93
177	-2.5	7.	0.	117.2
178	-2.	7.	0.	122.61
179	-1.5	7.	0.	119.56
180	-1.	8.5	0.	148.49
181	-1.	8.	0.	150.28
182	-1.	7.5	0.	149.88
183	-7.	4.5	0.	141.71
184	-7.	4.	0.	143.07
185	-7.	3.5	0.	141.96
186	-6.5	5.	0.	115.38
187	-6.	5.	0.	122.08
188	-5.5	5.	0.	118.48
189	-6.5	3.	0.	112.96
190	-6.	3.	0.	118.32
191	-5.5	3.	0.	115.12
192	-5.	4.5	0.	148.84
193	-5.	4.	0.	149.5
194	-5.	3.5	0.	147.59
195	-8.	-6.5	0.	138.98
196	-8.	-7.	0.	139.34
197	-8.	-7.5	0.	138.87
198	-7.5	-6.	0.	104.16
199	-7.5	-8.	0.	104.73
200	-7.	-6.5	0.	135.32
201	-7.	-7.	0.	136.73
202	-7.	-7.5	0.	136.93
203	-9.	-0.5	0.	145.42
204	-9.	-1.	0.	146.27
205	-9.	-1.5	0.	145.79
206	-8.5	0.	0.	109.35
207	-8.5	-2.	0.	111.19
208	-8.	-0.5	0.	142.33
209	-8.	-1.	0.	141.54
210	-8.	-1.5	0.	139.51
211	9.5	10.	0.	125.07
212	9.	10.	0.	125.17
213	8.5	10.	0.	125.24
214	8.	10.	0.	125.27
215	7.5	10.	0.	125.08
216	7.	10.	0.	123.97
217	6.5	10.	0.	120.78
218	6.	10.	0.	119.35
219	5.5	10.	0.	120.19
220	5.	10.	0.	123.8
221	4.5	10.	0.	127.16
222	4.	10.	0.	128.7
223	3.5	10.	0.	128.98
224	3.	10.	0.	128.61
225	2.5	10.	0.	128.09
226	2.	10.	0.	127.74
227	1.5	10.	0.	127.77
228	1.	10.	0.	128.36
229	0.5	10.	0.	129.47
230	-5.2042e-015	10.	0.	130.8
231	-0.5	10.	0.	129.7
232	-1.	10.	0.	124.29
233	-1.5	10.	0.	119.33
234	-2.	10.	0.	116.99
235	-2.5	10.	0.	119.52
236	-3.	10.	0.	124.74
237	-3.5	10.	0.	130.54
238	-4.	10.	0.	131.95
239	-4.5	10.	0.	130.79
240	-5.	10.	0.	129.53
241	-5.5	10.	0.	128.22
242	-6.	10.	0.	126.66
243	-6.5	10.	0.	124.45
244	-7.	10.	0.	121.89
245	-7.5	10.	0.	119.9
246	-8.	10.	0.	119.74
247	-8.5	10.	0.	121.27
248	-9.	10.	0.	123.45
249	-9.5	10.	0.	124.75
250	10.	9.5	0.	124.85
251	10.	9.	0.	124.76
252	10.	8.5	0.	125.16
253	10.	8.	0.	126.17
254	10.	7.5	0.	127.56
255	10.	7.	0.	128.63
256	10.	6.5	0.	128.6
257	10.	6.	0.	127.44
258	10.	5.5	0.	126.12
259	10.	5.	0.	125.82
260	10.	4.5	0.	126.97
261	10.	4.	0.	129.26
262	10.	3.5	0.	131.57
263	10.	3.	0.	132.88
264	10.	2.5	0.	132.99
265	10.	2.	0.	132.36
266	10.	1.5	0.	131.39
267	10.	1.	0.	130.26
268	10.	0.5	0.	129.11
269	10.	-5.2042e-015	0.	128.27
270	10.	-0.5	0.	128.18
271	10.	-1.	0.	129.02
272	10.	-1.5	0.	130.43
273	10.	-2.	0.	131.53
274	10.	-2.5	0.	131.43
275	10.	-3.	0.	130.17
276	10.	-3.5	0.	128.88
277	10.	-4.	0.	128.94
278	10.	-4.5	0.	130.86
279	10.	-5.	0.	134.16
280	10.	-5.5	0.	136.91
281	10.	-6.	0.	136.51
282	10.	-6.5	0.	132.08
283	10.	-7.	0.	126.67
284	10.	-7.5	0.	125.24
285	10.	-8.	0.	127.73
286	10.	-8.5	0.	131.12
287	10.	-9.	0.	133.38
288	10.	-9.5	0.	134.24
289	-10.	9.5	0.	125.31
290	-10.	9.	0.	126.
291	-10.	8.5	0.	124.7
292	-10.	8.	0.	121.45
293	-10.	7.5	0.	119.22
294	-10.	7.	0.	121.82
295	-10.	6.5	0.	128.68
296	-10.	6.	0.	133.04
297	-10.	5.5	0.	133.38
298	-10.	5.	0.	130.63
299	-10.	4.5	0.	127.74
300	-10.	4.	0.	125.93
301	-10.	3.5	0.	125.49
302	-10.	3.	0.	126.25
303	-10.	2.5	0.	127.85
304	-10.	2.	0.	130.02
305	-10.	1.5	0.	132.84
306	-10.	1.	0.	136.32
307	-10.	0.5	0.	138.14
308	-10.	-5.2042e-015	0.	136.05
309	-10.	-0.5	0.	132.88
310	-10.	-1.	0.	132.31
311	-10.	-1.5	0.	131.22
312	-10.	-2.	0.	132.96
313	-10.	-2.5	0.	133.55
314	-10.	-3.	0.	130.98
315	-10.	-3.5	0.	127.96
316	-10.	-4.	0.	127.49
317	-10.	-4.5	0.	128.88
318	-10.	-5.	0.	130.39
319	-10.	-5.5	0.	130.65
320	-10.	-6.	0.	129.5
321	-10.	-6.5	0.	127.85
322	-10.	-7.	0.	126.86
323	-10.	-7.5	0.	126.99
324	-10.	-8.	0.	128.16
325	-10.	-8.5	0.	129.52
326	-10.	-9.	0.	130.36
327	-10.	-9.5	0.	130.58
328	-9.5	-10.	0.	128.45
329	-9.	-10.	0.	125.95
330	-8.5	-10.	0.	122.75
331	-8.	-10.	0.	119.49
332	-7.5	-10.	0.	117.93
333	-7.	-10.	0.	119.08
334	-6.5	-10.	0.	121.93
335	-6.	-10.	0.	124.64
336	-5.5	-10.	0.	126.39
337	-5.	-10.	0.	127.31
338	-4.5	-10.	0.	127.76
339	-4.	-10.	0.	127.94
340	-3.5	-10.	0.	127.89
341	-3.	-10.	0.	127.6
342	-2.5	-10.	0.	126.98
343	-2.	-10.	0.	126.01
344	-1.5	-10.	0.	124.81
345	-1.	-10.	0.	123.71
346	-0.5	-10.	0.	123.18
347	5.2042e-015	-10.	0.	123.5
348	0.5	-10.	0.	124.58
349	1.	-10.	0.	125.99
350	1.5	-10.	0.	127.29
351	2.	-10.	0.	128.23
352	2.5	-10.	0.	128.79
353	3.	-10.	0.	129.05
354	3.5	-10.	0.	129.1
355	4.	-10.	0.	128.99
356	4.5	-10.	0.	128.72
357	5.	-10.	0.	128.16
358	5.5	-10.	0.	127.
359	6.	-10.	0.	124.78
360	6.5	-10.	0.	121.19
361	7.	-10.	0.	117.07
362	7.4999	-10.	0.	115.
363	8.	-10.	0.	116.85
364	8.5	-10.	0.	121.74
365	9.	-10.	0.	126.6
366	9.5	-10.	0.	130.55
367	2.9879	-3.5663	0.	129.75
368	-3.4925	-5.5119	0.	128.77
369	3.484	-4.0709	0.	129.15
370	-3.4627	-6.0016	0.	127.89
371	2.9692	-6.0388	0.	128.55
372	2.9652	-5.5455	0.	129.05
373	2.9688	-4.5603	0.	129.57
374	3.0474	-2.0567	0.	130.31
375	3.0251	-2.56	0.	130.35
376	3.0036	-3.0657	0.	130.04
377	3.0425	-1.566	0.	129.83
378	-3.9952	-5.0566	0.	129.58
379	-3.9924	-4.5666	0.	129.54
380	-3.9888	-5.542	0.	129.01
381	3.4726	-6.5318	0.	128.37
382	2.0802	-2.e-002	0.	129.66
383	3.492	-3.5792	0.	129.46
384	2.5189	-2.5447	0.	130.13
385	2.628	-1.0247	0.	129.53
386	3.4784	-4.561	0.	129.15
387	3.4712	-6.0354	0.	128.84
388	1.5576	0.47514	0.	128.61
389	3.9911	-4.0756	0.	128.66
390	-4.4765	-6.5303	0.	127.22
391	-3.9607	-6.5088	0.	127.39
392	1.9979	-3.0427	0.	129.93
393	-3.0098	-5.4743	0.	128.74
394	2.0702	0.47654	0.	129.88
