Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1	7.	5.	0.	135.68
2	7.	4.	0.	136.61
3	9.	5.	0.	137.06
4	9.	4.	0.	137.04
5	4.	6.	0.	133.13
6	4.	5.	0.	132.54
7	5.	6.	0.	134.38
8	5.	5.	0.	132.83
9	4.	-5.	0.	134.34
10	4.	-6.	0.	134.31
11	6.	-5.	0.	134.48
12	6.	-6.	0.	134.25
13	-8.	3.	0.	135.21
14	-8.	2.	0.	135.25
15	-6.	3.	0.	134.81
16	-6.	2.	0.	134.74
17	10.	10.	0.	125.
18	-10.	10.	0.	125.
19	10.	-10.	0.	127.4
20	-10.	-10.	0.	124.46
21	7.	4.5	0.	144.8
22	7.5	5.	0.	117.65
23	8.	5.	0.	123.16
24	8.5	5.	0.	118.53
25	7.5	4.	0.	118.02
26	8.	4.	0.	123.47
27	8.5	4.	0.	118.81
28	9.	4.5	0.	147.1
29	4.	5.5	0.	142.14
30	4.5	6.	0.	111.18
31	4.5	5.	0.	110.16
32	5.	5.5	0.	143.11
33	4.	-5.5	0.	142.76
34	4.5	-5.	0.	116.33
35	5.	-5.	0.	121.4
36	5.5	-5.	0.	116.31
37	4.5	-6.	0.	116.2
38	5.	-6.	0.	121.31
39	5.5	-6.	0.	116.27
40	6.	-5.5	0.	142.83
41	-8.	2.5	0.	143.98
42	-7.5	3.	0.	117.09
43	-7.	3.	0.	122.01
44	-6.5	3.	0.	116.74
45	-7.5	2.	0.	117.05
46	-7.	2.	0.	122.
47	-6.5	2.	0.	116.77
48	-6.	2.5	0.	143.17
49	9.5	10.	0.	124.99
50	9.	10.	0.	124.93
51	8.5	10.	0.	124.84
52	8.	10.	0.	124.76
53	7.5	10.	0.	124.73
54	7.	10.	0.	124.73
55	6.5	10.	0.	124.74
56	6.	10.	0.	124.74
57	5.5	10.	0.	124.73
58	5.	10.	0.	124.74
59	4.5	10.	0.	124.82
60	4.	10.	0.	124.98
61	3.5	10.	0.	125.22
62	3.	10.	0.	125.48
63	2.5	10.	0.	125.71
64	2.	10.	0.	125.89
65	1.5	10.	0.	126.
66	1.	10.	0.	126.04
67	0.5	10.	0.	126.04
68	-5.2042e-015	10.	0.	126.
69	-0.5	10.	0.	125.95
70	-1.	10.	0.	125.88
71	-1.5	10.	0.	125.8
72	-2.	10.	0.	125.71
73	-2.5	10.	0.	125.62
74	-3.	10.	0.	125.51
75	-3.5	10.	0.	125.39
76	-4.	10.	0.	125.27
77	-4.5	10.	0.	125.15
78	-5.	10.	0.	125.03
79	-5.5	10.	0.	124.93
80	-6.	10.	0.	124.85
81	-6.5	10.	0.	124.8
82	-7.	10.	0.	124.78
83	-7.5	10.	0.	124.81
84	-8.	10.	0.	124.85
85	-8.5	10.	0.	124.91
86	-9.	10.	0.	124.97
87	-9.5	10.	0.	125.
88	10.	9.5	0.	125.
89	10.	9.	0.	125.15
90	10.	8.5	0.	125.46
91	10.	8.	0.	125.99
92	10.	7.5	0.	126.86
93	10.	7.	0.	128.26
94	10.	6.5	0.	130.34
95	10.	6.	0.	132.69
96	10.	5.5	0.	132.38
97	10.	5.	0.	127.25
98	10.	4.5	0.	122.78
99	10.	4.	0.	127.66
100	10.	3.5	0.	133.06
101	10.	3.	0.	133.46
102	10.	2.5	0.	131.13
103	10.	2.	0.	129.05
104	10.	1.5	0.	127.63
105	10.	1.	0.	126.77
106	10.	0.5	0.	126.29
107	10.	-5.2042e-015	0.	126.07
108	10.	-0.5	0.	126.01
109	10.	-1.	0.	126.04
110	10.	-1.5	0.	126.09
111	10.	-2.	0.	126.12
112	10.	-2.5	0.	126.08
113	10.	-3.	0.	125.93
114	10.	-3.5	0.	125.65
115	10.	-4.	0.	125.27
116	10.	-4.5	0.	124.88
117	10.	-5.	0.	124.59
118	10.	-5.5	0.	124.53
119	10.	-6.	0.	124.75
120	10.	-6.5	0.	125.19
121	10.	-7.	0.	125.75
122	10.	-7.5	0.	126.29
123	10.	-8.	0.	126.74
124	10.	-8.5	0.	127.06
125	10.	-9.	0.	127.26
126	10.	-9.5	0.	127.36
127	-10.	9.5	0.	125.
128	-10.	9.	0.	125.06
129	-10.	8.5	0.	125.18
130	-10.	8.	0.	125.37
131	-10.	7.5	0.	125.63
132	-10.	7.	0.	125.98
133	-10.	6.5	0.	126.44
134	-10.	6.	0.	127.03
135	-10.	5.5	0.	127.7
136	-10.	5.	0.	128.33
137	-10.	4.5	0.	128.63
138	-10.	4.	0.	128.13
139	-10.	3.5	0.	126.55
140	-10.	3.	0.	124.51
141	-10.	2.5	0.	123.5
142	-10.	2.	0.	124.45
143	-10.	1.5	0.	126.43
144	-10.	1.	0.	127.97
145	-10.	0.5	0.	128.42
146	-10.	-5.2042e-015	0.	128.09
147	-10.	-0.5	0.	127.42
148	-10.	-1.	0.	126.71
149	-10.	-1.5	0.	126.1
150	-10.	-2.	0.	125.62
151	-10.	-2.5	0.	125.26
152	-10.	-3.	0.	125.
153	-10.	-3.5	0.	124.81
154	-10.	-4.	0.	124.68
155	-10.	-4.5	0.	124.59
156	-10.	-5.	0.	124.53
157	-10.	-5.5	0.	124.49
158	-10.	-6.	0.	124.47
159	-10.	-6.5	0.	124.46
160	-10.	-7.	0.	124.46
161	-10.	-7.5	0.	124.45
162	-10.	-8.	0.	124.46
163	-10.	-8.5	0.	124.46
164	-10.	-9.	0.	124.46
165	-10.	-9.5	0.	124.46
166	-9.5	-10.	0.	124.53
167	-9.	-10.	0.	124.6
168	-8.5	-10.	0.	124.66
169	-8.	-10.	0.	124.73
170	-7.5	-10.	0.	124.8
171	-7.	-10.	0.	124.87
172	-6.5	-10.	0.	124.95
173	-6.	-10.	0.	125.03
174	-5.5	-10.	0.	125.11
175	-5.	-10.	0.	125.2
176	-4.5	-10.	0.	125.29
177	-4.	-10.	0.	125.39
178	-3.5	-10.	0.	125.49
179	-3.	-10.	0.	125.6
180	-2.5	-10.	0.	125.71
181	-2.	-10.	0.	125.83
182	-1.5	-10.	0.	125.95
183	-1.	-10.	0.	126.06
184	-0.5	-10.	0.	126.17
185	5.2042e-015	-10.	0.	126.25
186	0.5	-10.	0.	126.29
187	1.	-10.	0.	126.25
188	1.5	-10.	0.	126.1
189	2.	-10.	0.	125.8
190	2.5	-10.	0.	125.3
191	3.	-10.	0.	124.63
192	3.5	-10.	0.	123.85
193	4.	-10.	0.	123.08
194	4.5	-10.	0.	122.51
195	5.	-10.	0.	122.28
196	5.5	-10.	0.	122.46
197	6.	-10.	0.	122.99
198	6.5	-10.	0.	123.72
199	7.	-10.	0.	124.49
200	7.5	-10.	0.	125.18
201	8.	-10.	0.	125.72
202	8.5	-10.	0.	126.15
203	9.	-10.	0.	126.51
204	9.5	-10.	0.	126.9
