Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1	-7.71	6.05	0.	145.81
2	-6.68	6.68	0.	175.44
3	-7.74	7.25	0.	153.98
4	-3.62	5.11	0.	150.91
5	-3.83	6.55	0.	136.14
6	-4.97	5.64	0.	185.42
7	-6.56	6.14	0.	181.13
8	-6.08	4.72	0.	124.02
9	-5.09	5.84	0.	183.21
10	4.54	-1.42	0.	125.36
11	5.87	-0.19	0.	165.8
12	4.14	0.34	0.	153.93
13	-5.01	-1.48	0.	146.8
14	-5.09	0.38	0.	135.49
15	-6.66	-0.63	0.	155.3
16	7.66	0.19	0.	128.33
17	7.39	-0.94	0.	163.97
18	8.5	-0.61	0.	179.88
19	-6.	-7.54	0.	149.37
20	-6.11	-6.18	0.	138.81
21	-7.23	-6.96	0.	162.05
22	4.47	-8.49	0.	170.63
23	3.99	-7.56	0.	104.47
24	3.42	-8.44	0.	164.23
25	-4.23	-6.75	0.	152.1
26	-3.38	-7.34	0.	135.7
27	-3.29	-6.31	0.	151.39
28	6.	9.	0.	139.82
29	6.	7.	0.	135.94
30	8.	9.	0.	139.65
31	8.	7.	0.	136.76
32	-4.	1.	0.	136.46
33	-4.	0.	0.	131.75
34	-3.	1.	0.	133.3
35	-3.	0.	0.	133.3
36	0.	-6.	0.	135.52
37	0.	-8.	0.	134.18
38	2.	-6.	0.	135.52
39	2.	-8.	0.	132.21
40	10.	10.	0.	125.15
41	-10.	10.	0.	124.98
42	10.	-10.	0.	125.33
43	-10.	-10.	0.	130.96
44	-7.72	6.45	0.	150.52
45	-7.73	6.85	0.	151.79
46	-7.0333	6.87	0.	75.932
47	-7.3867	7.06	0.	103.46
48	-3.69	5.59	0.	145.15
49	-3.76	6.07	0.	141.79
50	-4.07	5.2867	0.	101.
51	-4.52	5.4633	0.	90.88
52	-4.2087	6.2477	0.	88.942
53	-4.5889	5.9442	0.	72.55
54	-6.4	5.6667	0.	134.64
55	-6.24	5.1933	0.	128.89
56	-6.07	6.04	0.	112.84
57	-5.58	5.94	0.	106.09
58	-5.7509	5.0923	0.	95.804
59	-5.4212	5.4654	0.	87.451
60	4.8725	-1.1125	0.	93.322
61	5.205	-0.805	0.	106.02
62	5.5375	-0.4975	0.	91.654
63	4.44	-0.98	0.	131.89
64	4.34	-0.54	0.	138.04
65	4.24	-0.1	0.	139.77
66	5.4375	-5.75e-002	0.	98.742
67	5.005	7.5e-002	0.	112.63
68	4.5725	0.2075	0.	105.33
69	-5.03	-1.015	0.	144.17
70	-5.05	-0.55	0.	144.55
71	-5.07	-8.5e-002	0.	140.18
72	-5.4225	-1.2675	0.	97.748
73	-5.835	-1.055	0.	108.3
74	-6.2475	-0.8425	0.	90.646
75	-5.4825	0.1275	0.	93.842
76	-5.875	-0.125	0.	104.65
77	-6.2675	-0.3775	0.	86.494
78	7.57	-0.18667	0.	130.57
79	7.48	-0.56333	0.	143.35
80	7.94	-7.6667e-002	0.	85.528
81	8.22	-0.34333	0.	78.008
82	7.76	-0.83	0.	103.55
83	8.13	-0.72	0.	87.001
84	-6.0367	-7.0867	0.	142.95
85	-6.0733	-6.6333	0.	141.04
86	-6.41	-7.3467	0.	97.491
87	-6.82	-7.1533	0.	76.059
88	-6.4833	-6.44	0.	89.828
89	-6.8567	-6.7	0.	69.612
90	4.23	-8.025	0.	115.64
91	3.945	-8.465	0.	102.6
92	3.705	-8.	0.	89.941
93	-3.805	-7.045	0.	63.331
94	-3.76	-6.53	0.	78.853
95	-3.335	-6.825	0.	144.67
96	6.	8.5	0.	146.91
97	6.	8.	0.	147.58
98	6.	7.5	0.	145.71
99	6.5	9.	0.	119.27
100	7.	9.	0.	125.84
101	7.5	9.	0.	119.57
102	6.5	7.	0.	115.97
103	7.	7.	0.	120.73
104	7.5	7.	0.	116.6
105	8.	8.5	0.	148.22
106	8.	8.	0.	149.31
107	8.	7.5	0.	147.42
108	-4.	0.5	0.	144.72
109	-3.5	1.	0.	113.21
110	-3.5	0.	0.	109.5
111	-3.	0.5	0.	142.69
112	0.	-6.5	0.	143.22
113	0.	-7.	0.	143.95
114	0.	-7.5	0.	142.72
115	0.5	-6.	0.	113.79
116	1.	-6.	0.	118.19
117	1.5	-6.	0.	113.76
118	0.5	-8.	0.	111.9
119	1.	-8.	0.	115.81
120	1.5	-8.	0.	111.31
121	2.	-6.5	0.	144.83
122	2.	-7.	0.	145.82
123	2.	-7.5	0.	142.88
124	9.5	10.	0.	125.72
125	9.	10.	0.	127.49
