Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1	7.76	3.69	0.	112.5
2	7.07	2.7	0.	172.44
3	8.27	2.6	0.	170.32
4	-1.84	-5.74	0.	155.94
5	-1.02	-6.41	0.	130.8
6	-0.85	-5.36	0.	158.23
7	-7.79	8.42	0.	166.9
8	-7.44	7.26	0.	117.84
9	-6.61	8.14	0.	179.87
10	7.	0.	0.	130.45
11	7.	-1.	0.	133.25
12	8.	0.	0.	131.43
13	8.	-1.	0.	132.7
14	8.	6.	0.	130.93
15	8.	5.	0.	130.99
16	9.	6.	0.	134.14
17	9.	5.	0.	135.82
18	4.	-6.	0.	130.95
19	4.	-8.	0.	131.31
20	6.	-6.	0.	131.22
21	6.	-8.	0.	131.55
22	4.	-4.	0.	134.67
23	4.	-5.	0.	130.57
24	6.	-4.	0.	133.5
25	6.	-5.	0.	129.87
26	-2.	5.	0.	140.58
27	-2.	4.	0.	138.7
28	0.	5.	0.	124.24
29	0.	4.	0.	132.44
30	1.	3.	0.	132.86
31	1.	1.	0.	126.91
32	2.	3.	0.	131.17
33	2.	1.	0.	130.45
34	0.	-2.	0.	133.83
35	0.	-3.	0.	135.2
36	2.	-2.	0.	134.43
37	2.	-3.	0.	137.6
38	-1.	8.	0.	135.96
39	-1.	6.	0.	128.11
40	1.	8.	0.	137.7
41	1.	6.	0.	136.69
42	-8.	3.	0.	130.1
43	-8.	1.	0.	129.65
44	-7.	3.	0.	129.72
45	-7.	1.	0.	131.08
46	-7.	6.	0.	128.44
47	-7.	5.	0.	128.44
48	-6.	6.	0.	133.39
49	-6.	5.	0.	133.14
50	-9.	-6.	0.	131.95
51	-9.	-7.	0.	132.34
52	-8.	-6.	0.	131.67
53	-8.	-7.	0.	132.58
54	-9.	-1.	0.	131.36
55	-9.	-3.	0.	131.23
56	-8.	-1.	0.	130.07
57	-8.	-3.	0.	130.
58	10.	10.	0.	124.99
59	-10.	10.	0.	125.09
60	10.	-10.	0.	131.81
61	-10.	-10.	0.	123.5
62	7.53	3.36	0.	90.651
63	7.3	3.03	0.	101.44
64	7.93	3.3267	0.	110.77
65	8.1	2.9633	0.	127.79
66	7.47	2.6667	0.	97.808
67	7.87	2.6333	0.	104.98
68	-1.43	-6.075	0.	60.994
69	-1.345	-5.55	0.	87.32
70	-0.935	-5.885	0.	141.
71	-7.6733	8.0333	0.	140.57
72	-7.5567	7.6467	0.	126.44
73	-7.3967	8.3267	0.	111.35
74	-7.0033	8.2333	0.	89.118
75	-7.1633	7.5533	0.	85.788
76	-6.8867	7.8467	0.	87.915
77	7.	-0.5	0.	141.
78	7.5	0.	0.	109.16
79	7.5	-1.	0.	110.47
80	8.	-0.5	0.	141.69
81	8.	5.5	0.	138.86
82	8.5	6.	0.	110.12
83	8.5	5.	0.	110.
84	9.	5.5	0.	144.22
85	4.	-6.5	0.	140.21
86	4.	-7.	0.	141.07
87	4.	-7.5	0.	139.89
88	4.5	-6.	0.	107.42
89	5.	-6.	0.	110.05
90	5.5	-6.	0.	107.4
91	4.5	-8.	0.	109.11
92	5.	-8.	0.	113.09
93	5.5	-8.	0.	109.35
94	6.	-6.5	0.	140.76
95	6.	-7.	0.	141.68
96	6.	-7.5	0.	140.44
97	4.	-4.5	0.	141.73
98	4.5	-4.	0.	113.37
99	5.	-4.	0.	117.48
100	5.5	-4.	0.	112.71
101	4.5	-5.	0.	109.41
102	5.	-5.	0.	111.6
103	5.5	-5.	0.	109.18
104	6.	-4.5	0.	140.35
105	-2.	4.5	0.	147.76
106	-1.5	5.	0.	121.96
107	-1.	5.	0.	121.75
108	-0.5	5.	0.	110.81
109	-1.5	4.	0.	118.33
110	-1.	4.	0.	121.91
111	-0.5	4.	0.	115.3
112	0.	4.5	0.	136.38
113	1.	2.5	0.	139.38
114	1.	2.	0.	138.42
115	1.	1.5	0.	137.05
116	1.5	3.	0.	107.22
117	1.5	1.	0.	104.81
118	2.	2.5	0.	139.94
119	2.	2.	0.	139.93
120	2.	1.5	0.	139.18
121	0.	-2.5	0.	142.72
122	0.5	-2.	0.	116.29
123	1.	-2.	0.	121.4
124	1.5	-2.	0.	116.67
125	0.5	-3.	0.	117.82
126	1.	-3.	0.	123.3
127	1.5	-3.	0.	118.32
128	2.	-2.5	0.	144.87
129	-1.	7.5	0.	142.55
130	-1.	7.	0.	142.16
131	-1.	6.5	0.	139.11
